sinal_i;dt;lado;preco_ordem;hora;leque;range_gatilho;ativou;entrada;saida_i;motivo;ticks;ticks_bruto;parcial;barras;R;usd;data
480;2026-05-06 12:17:37;long;4696,094999999999;12;1002,4371982450248;286,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
492;2026-05-06 12:32:44;long;4698,695;12;859,1161725936217;460,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
502;2026-05-06 12:46:39;long;4696,5599999999995;12;775,5922476574597;417,99999999993815;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
507;2026-05-06 12:53:49;long;4698,805;12;668,0979268380725;225,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
515;2026-05-06 13:04:49;long;4700,735;13;642,1605697301857;390,99999999998545;True;4700,735;518;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-06
519;2026-05-06 13:11:30;long;4697,62;13;527,1991082370732;321,9999999999345;True;4697,62;526;breakeven;150,0;150,0;True;7;0,5;1,5;2026-05-06
560;2026-05-06 14:05:02;long;4712,799999999999;14;810,0722714575568;238,0000000000109;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
567;2026-05-06 14:14:17;long;4711,43;14;691,9121898235062;451,9999999999527;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
575;2026-05-06 14:25:10;long;4709,8150000000005;14;425,0293114538181;184,99999999994543;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
634;2026-05-06 15:30:26;short;4684,85;15;946,5257766728428;406,00000000004;True;4684,85;635;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-06
649;2026-05-06 15:48:25;short;4683,045;15;579,1693663358274;327,00000000004366;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
661;2026-05-06 16:03:04;short;4690,1849999999995;16;337,8397369790946;276,9999999999527;True;4690,1849999999995;663;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-06
671;2026-05-06 16:12:47;short;4679,674999999999;16;444,0954438866356;252,99999999997453;True;4679,79;673;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-06
675;2026-05-06 16:17:12;short;4685,66;16;286,7157741228766;252,00000000004366;True;4686,79;688;breakeven;150,0;150,0;True;13;0,5;1,5;2026-05-06
705;2026-05-06 16:47:56;long;4694,555;16;455,22257693764914;368,99999999996;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
725;2026-05-06 17:08:08;long;4703,485000000001;17;782,44563526614;521,0000000000036;True;4703,485000000001;731;alvo;600,0;600,0;True;6;2,0;6,0;2026-05-06
746;2026-05-06 17:30:48;long;4705,825000000001;17;741,3759559763093;247,00000000002547;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
815;2026-05-06 18:55:28;short;4692,975;18;438,9815410760093;171,00000000000364;True;4693,17;821;alvo;600,0;600,0;True;6;2,0;6,0;2026-05-06
839;2026-05-06 19:29:04;short;4687,925;19;584,6641526687563;132,99999999999272;True;4687,925;848;stop;-300,0;-300,0;False;9;-1,0;-3,0;2026-05-06
864;2026-05-06 20:04:12;short;4684,735000000001;20;371,7428204947282;205,0000000000182;True;4684,735000000001;866;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-06
867;2026-05-06 20:09:08;short;4687,095;20;322,6137593511339;214,99999999996362;True;4687,095;902;breakeven;150,0;150,0;True;35;0,5;1,5;2026-05-06
984;2026-05-07 01:34:07;long;4696,35;1;165,7584488100838;407,9999999999927;True;4696,35;988;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-07
992;2026-05-07 02:03:34;long;4695,145;2;183,53213297068578;236,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
996;2026-05-07 02:17:40;long;4694,865;2;170,5174963322861;186,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1013;2026-05-07 03:07:09;long;4693,795;3;106,45124166576352;296,9999999999345;True;4693,48;1014;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-07
1021;2026-05-07 03:19:21;long;4696,514999999999;3;140,00217132806938;310,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1040;2026-05-07 03:52:43;short;4690,4349999999995;3;205,46888705766833;250,99999999993088;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1156;2026-05-07 07:44:08;short;4698,445;7;387,64983307664806;143,0000000000291;True;4698,445;1162;breakeven;150,0;150,0;True;6;0,5;1,5;2026-05-07
1164;2026-05-07 08:07:45;short;4699,65;8;325,6498107587504;190,00000000005457;True;4699,65;1172;breakeven;150,0;150,0;True;8;0,5;1,5;2026-05-07
1233;2026-05-07 10:05:49;long;4733,915;10;1274,7612006568488;432,9999999999927;True;4733,915;1235;alvo;600,0;600,0;True;2;2,0;6,0;2026-05-07
1323;2026-05-07 12:19:59;short;4736,24;12;234,9167270147518;185,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1404;2026-05-07 14:52:00;long;4736,375;14;75,38927793566472;464,9999999999636;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1454;2026-05-07 16:02:47;long;4741,655000000001;16;351,9592910384745;281,00000000004;True;4741,18;1456;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-07
1491;2026-05-07 16:46:28;long;4745,334999999999;16;393,1704335956056;578,9999999999964;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1494;2026-05-07 16:49:08;long;4742,215;16;266,0091035770165;332,9999999999927;True;4741,8;1496;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-07
1519;2026-05-07 17:16:43;long;4746,84;17;239,6151476544219;1130,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1557;2026-05-07 18:04:17;long;4759,025;18;539,5155876321041;232,99999999999272;True;4759,025;1559;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-07
1560;2026-05-07 18:07:58;long;4757,37;18;481,493723533913;244,00000000005093;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1661;2026-05-07 19:56:34;short;4716,845;19;692,6287302503624;298,9999999999782;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1665;2026-05-07 20:01:30;short;4715,02;20;618,9109276782801;250,0;True;4715,38;1666;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-07
1669;2026-05-07 20:06:37;short;4716,325;20;525,6209392221535;269,00000000005093;True;4716,325;1671;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-07
1703;2026-05-07 20:40:03;short;4702,5;20;852,5909324037457;237,99999999991996;True;4703,02;1711;breakeven;150,0;150,0;True;8;0,5;1,5;2026-05-07
1716;2026-05-07 20:53:37;short;4700,73;20;630,513149062881;198,0000000000473;True;4700,74;1718;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-07
1754;2026-05-07 21:40:16;long;4711,5650000000005;21;157,4713276773764;394,9999999999818;True;4711,5650000000005;1756;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-07
1759;2026-05-07 21:46:05;long;4702,9;21;82,98629511018589;864,0000000000327;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1796;2026-05-07 22:29:11;short;4704,475;22;192,8400405744469;357,00000000006185;True;4704,475;1800;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-07
1801;2026-05-07 22:36:25;short;4707,63;22;127,8151026031992;150,0;True;4707,63;1803;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-07
1818;2026-05-07 22:59:00;short;4705,9;22;24,365420229241863;409,99999999994543;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1839;2026-05-07 23:38:36;long;4703,3099999999995;23;120,14469258956524;835,9999999999673;True;4703,3099999999995;1840;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-07
1859;2026-05-08 01:14:56;short;4692,215;1;681,4212918354315;1098,9999999999782;True;4692,215;1860;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-08
1905;2026-05-08 03:16:55;long;4699,34;3;221,50399162464964;277,99999999997453;True;4699,34;1906;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-08
1913;2026-05-08 03:30:33;long;4697,33;3;121,64100097179471;257,9999999999927;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
1923;2026-05-08 03:48:40;long;4701,085;3;205,06158101343317;253,00000000006548;True;4701,085;1927;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-08
1947;2026-05-08 04:26:52;long;4713,82;4;635,2867492532823;318,0000000000291;True;4713,82;1950;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-08
1956;2026-05-08 04:40:25;long;4707,175;4;390,8229188275982;269,00000000005093;True;4707,175;1961;alvo;600,0;600,0;True;5;2,0;6,0;2026-05-08
2017;2026-05-08 06:25:07;long;4718,045;6;166,35539095068452;219,00000000005093;True;4718,045;2022;alvo;600,0;600,0;True;5;2,0;6,0;2026-05-08
2037;2026-05-08 07:10:01;long;4717,42;7;216,31669935068203;326,0000000000218;True;4717,42;2039;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2061;2026-05-08 08:13:12;short;4714,424999999999;8;179,6259423722404;339,00000000003274;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2065;2026-05-08 08:24:26;short;4714,66;8;168,74776039730932;227,99999999997453;True;4714,95;2067;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2069;2026-05-08 08:32:05;short;4723,945;8;16,276925170586765;306,9999999999709;True;4723,945;2071;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2088;2026-05-08 09:02:46;long;4720,21;9;333,00274549583264;463,9999999999418;True;4720,21;2089;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-08
2110;2026-05-08 09:36:09;long;4727,22;9;408,9065358521111;323,9999999999782;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2119;2026-05-08 09:50:08;long;4724,165;9;297,747810385863;337,00000000008004;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2151;2026-05-08 10:35:49;short;4709,245;10;745,1710162172276;301,0000000000218;True;4709,86;2156;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-08
2197;2026-05-08 11:58:27;long;4716,674999999999;11;132,44182676371565;202,99999999997453;True;4716,64;2199;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2215;2026-05-08 12:35:29;long;4712,46;12;56,38043886510786;560,0000000000364;True;4712,46;2217;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2229;2026-05-08 13:05:33;short;4713,335;13;202,65151259654886;195,00000000007276;True;4713,335;2232;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-08
2234;2026-05-08 13:18:00;short;4718,235000000001;13;91,08553723563091;160,99999999996726;True;4718,27;2236;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2249;2026-05-08 13:52:54;long;4719,785;13;301,16125803251634;398,9999999999782;True;4719,785;2251;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2252;2026-05-08 13:58:08;long;4717,775;13;240,64244834662532;340,99999999998545;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2261;2026-05-08 14:13:15;long;4720,450000000001;14;284,25774467077645;169,9999999999818;True;4720,450000000001;2262;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-08
2273;2026-05-08 14:36:27;long;4723,98;14;252,67974274447624;353,99999999999636;True;4723,39;2278;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-08
2335;2026-05-08 16:01:04;long;4722,9400000000005;16;407,3616453059003;488,0000000000109;True;4722,9400000000005;2336;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-08
2428;2026-05-08 17:39:44;short;4723,385;17;445,60966991148234;359,00000000001455;True;4723,385;2435;breakeven;150,0;150,0;True;7;0,5;1,5;2026-05-08
2452;2026-05-08 18:08:05;short;4719,5650000000005;18;509,0432500224779;291,0000000000764;True;4719,5650000000005;2455;breakeven;150,0;150,0;True;3;0,5;1,5;2026-05-08
2472;2026-05-08 18:30:44;short;4711,16;18;722,5059361985586;680,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2479;2026-05-08 18:38:44;short;4712,975;18;560,6264067507254;302,99999999997453;True;4713,02;2483;alvo;600,0;600,0;True;4;2,0;6,0;2026-05-08
2497;2026-05-08 19:03:35;short;4707,98;19;456,97089554369086;348,0000000000473;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2585;2026-05-08 21:50:18;long;4722,86;21;363,42586464879787;173,99999999997817;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2600;2026-05-08 22:23:42;long;4724,219999999999;22;211,92087787758283;185,99999999996726;True;4724,219999999999;2622;stop;-300,0;-300,0;False;22;-1,0;-3,0;2026-05-08
2653;2026-05-11 01:31:00;short;4693,049999999999;1;1364,9140994994013;661,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2661;2026-05-11 01:49:28;short;4692,245;1;1227,2480195579192;164,99999999996362;True;4692,34;2669;stop;-300,0;-300,0;False;8;-1,0;-3,0;2026-05-11
2670;2026-05-11 02:07:25;short;4695,04;2;940,3280745551456;263,9999999999418;True;4695,04;2675;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-11
2683;2026-05-11 02:45:00;short;4696,98;2;536,2941810330085;224,00000000006912;True;4697,41;2684;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-11
2703;2026-05-11 03:26:28;short;4685,32;3;830,9596494723337;268,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2708;2026-05-11 03:35:55;short;4692,415;3;639,5745769662426;196,99999999993452;True;4692,415;2715;breakeven;150,0;150,0;True;7;0,5;1,5;2026-05-11
2724;2026-05-11 04:00:20;short;4681,865;4;667,0988999303518;871,0000000000036;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2758;2026-05-11 04:39:13;long;4696,03;4;328,87358997359115;415,99999999998545;True;4696,03;2759;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-11
2791;2026-05-11 05:33:27;short;4694,04;5;179,39418449650475;260,0000000000364;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2814;2026-05-11 06:08:24;short;4683,465;6;352,1997485976499;372,99999999995634;True;4683,89;2816;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
2818;2026-05-11 06:16:10;short;4686,76;6;259,6232889687599;347,99999999995634;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2821;2026-05-11 06:21:33;short;4686,78;6;219,76955333784645;389,9999999999636;True;4686,78;2822;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-11
2861;2026-05-11 07:53:14;short;4674,5599999999995;7;585,6561387910006;324,0000000000691;True;4674,5599999999995;2872;breakeven;150,0;150,0;True;11;0,5;1,5;2026-05-11
2879;2026-05-11 08:36:03;short;4679,09;8;361,9068764954136;342,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2947;2026-05-11 10:19:23;long;4673,355;10;302,5668998452602;171,00000000000364;True;4673,355;2949;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-11
2955;2026-05-11 10:37:21;long;4674,174999999999;10;262,5050954053222;260,99999999996726;True;4674,174999999999;2960;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-11
2973;2026-05-11 11:13:47;short;4672,1;11;96,36010707145033;277,99999999997453;True;4672,1;2976;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-11
3000;2026-05-11 12:09:39;short;4668,264999999999;12;148,81531289711347;321,00000000000364;True;4668,264999999999;3007;alvo;600,0;600,0;True;7;2,0;6,0;2026-05-11
3019;2026-05-11 12:48:00;short;4663,155;12;507,1617885880187;317,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
3087;2026-05-11 15:08:39;long;4670,889999999999;15;283,3551447472928;159,99999999994543;True;4670,84;3090;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-11
3091;2026-05-11 15:15:43;long;4669,18;15;190,7282576790749;346,00000000000364;True;4669,18;3093;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-11
3195;2026-05-11 17:08:11;long;4720,555;17;748,759077629802;393,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
3266;2026-05-11 18:43:00;long;4729,76;18;214,28760857406814;323,9999999999782;True;4729,76;3268;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
3270;2026-05-11 18:48:21;long;4728,205;18;120,59091110068039;225,0;True;4728,08;3283;breakeven;150,0;150,0;True;13;0,5;1,5;2026-05-11
3314;2026-05-11 20:03:31;short;4718,43;20;545,8630601526238;211,9999999999891;True;4718,47;3328;stop;-300,0;-300,0;False;14;-1,0;-3,0;2026-05-11
3372;2026-05-11 22:02:41;long;4726,18;22;182,91065430921662;230,0000000000182;True;4725,48;3377;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-11
3383;2026-05-11 22:28:50;long;4723,745;22;97,85269005878945;122,99999999995634;True;4723,745;3394;alvo;600,0;600,0;True;11;2,0;6,0;2026-05-11
3472;2026-05-12 03:25:44;long;4760,264999999999;3;1062,9499001650402;336,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3476;2026-05-12 03:32:29;long;4762,4400000000005;3;913,2838801962862;282,00000000006185;True;4761,67;3478;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-12
3479;2026-05-12 03:37:58;long;4760,33;3;789,3115576832315;334,00000000001455;True;4760,33;3487;stop;-300,0;-300,0;False;8;-1,0;-3,0;2026-05-12
3539;2026-05-12 05:02:22;short;4729,785;5;1012,481547713287;240,99999999998545;True;4729,785;3543;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-12
3546;2026-05-12 05:13:47;short;4732,629999999999;5;819,3733803506802;261,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3553;2026-05-12 05:27:11;short;4728,195;5;725,8728546805287;347,00000000002547;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3571;2026-05-12 05:53:47;short;4731,965;5;427,75319072507045;280,99999999994907;True;4731,965;3576;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-12
3584;2026-05-12 06:16:46;short;4730,58;6;269,15143296291717;289,9999999999636;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3611;2026-05-12 07:18:51;short;4728,16;7;325,6654395098849;423,9999999999782;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3620;2026-05-12 07:43:05;short;4724,709999999999;7;240,55581291813724;203,99999999999636;True;4724,96;3622;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-12
3639;2026-05-12 08:17:14;short;4715,26;8;631,5986855871415;135,99999999996726;True;4715,26;3646;stop;-300,0;-300,0;False;7;-1,0;-3,0;2026-05-12
3647;2026-05-12 08:33:02;short;4719,92;8;467,87855086104173;223,99999999997817;True;4719,92;3648;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-12
3665;2026-05-12 08:59:58;short;4715,405000000001;8;340,4974470759953;510,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3723;2026-05-12 10:24:14;short;4698,615;10;576,1638316309472;172,99999999995634;True;4698,615;3728;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-12
3786;2026-05-12 12:27:11;short;4700,255;12;57,02435792491087;335,0000000000364;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3800;2026-05-12 12:51:38;short;4700,645;12;86,44281821952973;225,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3813;2026-05-12 13:18:42;long;4700,09;13;77,72825980773632;269,9999999999818;True;4700,09;3817;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-12
3836;2026-05-12 14:01:53;short;4691,825000000001;14;402,8776932542314;413,0000000000109;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3850;2026-05-12 14:23:18;short;4696,305;14;217,37181288044667;205,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3885;2026-05-12 15:20:11;long;4705,6900000000005;15;305,5551736907546;422,00000000002547;True;4705,6900000000005;3887;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-12
3915;2026-05-12 15:57:48;long;4702,54;15;296,4687241114916;447,99999999995634;True;4702,54;3921;breakeven;150,0;150,0;True;6;0,5;1,5;2026-05-12
3959;2026-05-12 16:44:42;short;4700,04;16;144,06711574874862;292,0000000000073;True;4700,04;3961;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-12
3971;2026-05-12 16:55:29;short;4690,49;16;217,7935666221856;557,9999999999927;True;4690,49;3974;alvo;600,0;600,0;True;3;2,0;6,0;2026-05-12
3986;2026-05-12 17:09:23;short;4689,8099999999995;17;327,6080566596647;380,0000000000182;True;4690,55;3989;breakeven;150,0;150,0;True;3;0,5;1,5;2026-05-12
3998;2026-05-12 17:22:39;short;4689,545;17;202,75655192199338;298,9999999999782;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
4015;2026-05-12 17:41:04;short;4685,675;17;379,1144186886413;356,9999999999709;True;4685,675;4019;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-12
4041;2026-05-12 18:08:22;short;4671,97;18;759,6447512092709;489,9999999999636;True;4671,97;4050;alvo;600,0;600,0;True;9;2,0;6,0;2026-05-12
4070;2026-05-12 18:35:40;short;4661,805;18;1036,2865035836876;494,9999999999818;True;4661,805;4073;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
4151;2026-05-12 20:33:17;long;4678,370000000001;20;462,69770921026065;211,9999999999891;True;4678,370000000001;4169;breakeven;150,0;150,0;True;18;0,5;1,5;2026-05-12
4258;2026-05-12 23:25:58;long;4713,165;23;898,5201294736726;159,00000000001455;True;4712,88;4273;breakeven;150,0;150,0;True;15;0,5;1,5;2026-05-12
4279;2026-05-13 01:30:01;long;4716,115;1;666,5602435098663;268,99999999996;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4285;2026-05-13 01:48:18;long;4717,12;1;625,3847164552099;210,00000000003638;True;4717,12;4289;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-13
4290;2026-05-13 02:02:30;long;4717,17;2;609,3258453273847;284,00000000001455;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4310;2026-05-13 02:51:17;long;4716,8;2;418,08852432614003;247,99999999995634;True;4716,8;4313;breakeven;150,0;150,0;True;3;0,5;1,5;2026-05-13
4325;2026-05-13 03:16:12;long;4721,225;3;372,758009113295;223,0000000000473;True;4721,225;4326;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4334;2026-05-13 03:31:00;long;4722,135;3;392,0482077779525;264,9999999999636;True;4722,135;4338;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-13
4361;2026-05-13 04:13:55;short;4713,549999999999;4;243,7467745991853;430,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4393;2026-05-13 05:06:33;short;4705,129999999999;5;432,65548250174106;338,0000000000109;True;4705,129999999999;4394;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4403;2026-05-13 05:28:22;short;4701,17;5;501,11415235523964;579,9999999999272;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4432;2026-05-13 06:15:33;short;4692,780000000001;6;666,947125778006;348,0000000000473;True;4693,02;4435;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-13
4482;2026-05-13 08:20:40;long;4701,665;8;142,3020582031313;190,99999999998545;True;4701,665;4484;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-13
4535;2026-05-13 09:50:08;long;4708,655000000001;9;383,0394405063089;163,0000000000109;True;4708,55;4536;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4561;2026-05-13 10:34:32;long;4705,719999999999;10;39,5436700713617;211,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4592;2026-05-13 11:37:41;short;4698,3099999999995;11;283,43349041606416;240,00000000005457;True;4698,3099999999995;4597;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-13
4627;2026-05-13 12:48:20;short;4693,995;12;428,69700740247936;193,0000000000291;True;4694,06;4628;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4630;2026-05-13 12:54:53;short;4697,42;12;312,72322559680106;171,99999999993452;True;4697,83;4633;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-13
