sinal_i;dt;lado;preco_ordem;hora;leque;range_gatilho;ativou;entrada;saida_i;motivo;ticks;ticks_bruto;parcial;barras;R;usd;data
4041;2026-05-12 18:08:22;short;4671,97;18;759,6447512092709;489,9999999999636;True;4671,97;4050;alvo;600,0;600,0;True;9;2,0;6,0;2026-05-12
4393;2026-05-13 05:06:33;short;4705,129999999999;5;432,65548250174106;338,0000000000109;True;4705,129999999999;4394;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4403;2026-05-13 05:28:22;short;4701,17;5;501,11415235523964;579,9999999999272;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4432;2026-05-13 06:15:33;short;4692,780000000001;6;666,947125778006;348,0000000000473;True;4693,02;4435;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-13
4788;2026-05-13 16:43:39;short;4681,9;16;404,04011020054895;300,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4865;2026-05-13 18:07:11;long;4683,885;18;43,95882322551188;356,9999999999709;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4901;2026-05-13 18:54:52;long;4695,625;18;582,6031390429307;204,99999999992724;True;4695,625;4921;alvo;600,0;600,0;True;20;2,0;6,0;2026-05-13
5209;2026-05-14 06:05:14;short;4687,055;6;215,14023868385266;360,99999999996726;True;4687,055;5222;breakeven;150,0;150,0;True;13;0,5;1,5;2026-05-14
5418;2026-05-14 12:10:36;short;4695,675;12;249,69666258675716;506,9999999999709;True;4695,675;5435;breakeven;150,0;150,0;True;17;0,5;1,5;2026-05-14
6359;2026-05-15 12:06:45;short;4560,035;12;497,7790091087627;759,0000000000146;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-15
6427;2026-05-15 13:21:14;long;4558,370000000001;13;335,2421707175381;396,00000000000364;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-15
7149;2026-05-18 05:31:25;long;4532,55;5;999,4162927848265;642,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7153;2026-05-18 05:36:37;long;4532,74;5;887,6380432187034;442,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7160;2026-05-18 05:46:40;long;4537,49;5;838,1250808896766;547,9999999999563;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7428;2026-05-18 12:40:15;short;4545,41;12;99,04886223130234;184,00000000001455;True;4545,41;7429;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-18
7438;2026-05-18 12:59:19;short;4543,305;12;211,28221178187232;131,00000000004002;True;4543,305;7457;alvo;600,0;600,0;True;19;2,0;6,0;2026-05-18
7595;2026-05-18 16:31:09;long;4570,68;16;562,6276003846215;506,00000000004;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7697;2026-05-18 18:09:57;short;4540,225;18;938,0921046227741;710,9999999999673;True;4540,225;7698;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-18
7704;2026-05-18 18:18:10;short;4540,875;18;771,1677558877454;140,99999999998545;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7709;2026-05-18 18:23:55;short;4538,915;18;742,6587573819234;264,9999999999636;True;4539,11;7712;breakeven;150,0;150,0;True;3;0,5;1,5;2026-05-18
8072;2026-05-19 06:18:32;short;4550,8;6;591,2758115750876;442,0000000000073;True;4551,21;8080;breakeven;150,0;150,0;True;8;0,5;1,5;2026-05-19
8261;2026-05-19 12:00:10;short;4542,505;12;184,04228102281195;219,00000000005093;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-19
8302;2026-05-19 13:12:42;short;4540,5650000000005;13;150,32259295157928;355,0000000000182;True;4540,5650000000005;8314;breakeven;150,0;150,0;True;12;0,5;1,5;2026-05-19
8575;2026-05-19 18:36:46;long;4499,865;18;289,0329744212977;213,0000000000109;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-19
8585;2026-05-19 18:49:17;long;4502,105;18;302,5823637096437;202,99999999997453;True;4502,105;8589;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-19
9214;2026-05-20 13:53:18;long;4491,835;13;498,87801069762645;193,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-20
9474;2026-05-20 18:48:56;long;4536,555;18;610,4228475558557;152,99999999997453;True;4536,37;9479;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-20
10041;2026-05-21 12:28:37;long;4537,3150000000005;12;479,6846532109157;389,00000000003274;True;4537,3150000000005;10043;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-21
10098;2026-05-21 13:46:01;short;4515,870000000001;13;824,1780237399325;403,99999999999636;True;4515,870000000001;10104;breakeven;150,0;150,0;True;6;0,5;1,5;2026-05-21
10107;2026-05-21 13:55:55;short;4514,094999999999;13;687,4165595168051;473,0000000000473;True;4514,094999999999;10113;breakeven;150,0;150,0;True;6;0,5;1,5;2026-05-21
10219;2026-05-21 16:18:59;short;4503,655;16;420,5781961143657;390,99999999998545;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-21
10373;2026-05-21 18:46:10;long;4508,115;18;86,88697006436996;314,9999999999636;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-21
10732;2026-05-22 05:44:52;short;4523,695;5;358,9789244389067;182,99999999999272;True;4523,695;10736;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-22
10745;2026-05-22 06:10:02;short;4522,605;6;292,22408785781226;160,99999999996726;True;4522,605;10755;breakeven;150,0;150,0;True;10;0,5;1,5;2026-05-22
10949;2026-05-22 12:07:43;short;4523,530000000001;12;63,03936886797601;396,00000000000364;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-22
11106;2026-05-22 16:03:38;long;4522,08;16;26,68669880122252;302,00000000004366;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-22
11151;2026-05-22 16:52:45;short;4516,2;16;332,81803064755877;273,9999999999782;True;4516,2;11158;alvo;600,0;600,0;True;7;2,0;6,0;2026-05-22
11576;2026-05-25 05:55:35;short;4562,83;5;93,70386254367986;363,9999999999418;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-25
11584;2026-05-25 06:12:26;short;4562,845;6;130,84912085705582;135,00000000003638;True;4563,21;11594;breakeven;150,0;150,0;True;10;0,5;1,5;2026-05-25
11891;2026-05-25 16:23:01;short;4563,5;16;82,122677404368;210,00000000003638;True;4563,5;11911;breakeven;150,0;150,0;True;20;0,5;1,5;2026-05-25
11956;2026-05-25 18:19:53;long;4569,005;18;170,21697507043427;227,00000000004366;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-25
12163;2026-05-26 05:43:47;short;4536,02;5;437,8922889632122;448,0000000000473;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-26
12558;2026-05-26 16:40:56;long;4526,36;16;415,12718497488095;450,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-26
12671;2026-05-26 18:51:05;short;4506,860000000001;18;360,22528176781634;177,99999999997453;True;4506,88;12672;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-26
13356;2026-05-27 16:26:23;short;4416,125;16;1301,6351158386897;661,0000000000582;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-27
13777;2026-05-28 05:29:02;short;4406,84;5;1417,132635771486;205,99999999994907;True;4406,84;13778;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-28
14036;2026-05-28 12:33:01;long;4393,52;12;211,12388092133187;230,0000000000182;True;4393,52;14043;stop;-300,0;-300,0;False;7;-1,0;-3,0;2026-05-28
14055;2026-05-28 13:03:34;long;4393,125;13;167,1963128133939;319,00000000005093;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-28
14076;2026-05-28 13:36:10;long;4399,035;13;346,57162610355954;175,0;True;4399,035;14079;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-28
14204;2026-05-28 16:19:32;long;4428,09;16;1425,3654699457911;477,99999999997453;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-28
14209;2026-05-28 16:25:42;long;4430,745;16;1342,3556352572632;469,00000000005093;True;4430,745;14213;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-28
14234;2026-05-28 16:49:59;long;4425,43;16;494,503479602281;227,99999999997453;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-28
14353;2026-05-28 18:42:45;long;4478,675;18;812,5674108962812;290,99999999998545;True;4478,675;14370;breakeven;150,0;150,0;True;17;0,5;1,5;2026-05-28
14679;2026-05-29 06:44:53;short;4497,885;6;289,96047129248836;268,99999999996;True;4497,885;14683;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-29
14841;2026-05-29 12:01:16;short;4515,4349999999995;12;175,47254945029636;444,9999999999818;True;4515,4349999999995;14843;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-29
15125;2026-05-29 18:22:44;long;4584,165;18;1945,6023090102462;369,00000000005093;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-29
15411;2026-06-01 05:39:16;short;4528,67;5;337,7057251434053;311,9999999999891;True;4528,67;15412;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-01
15423;2026-06-01 06:05:41;short;4523,639999999999;6;490,1965002880388;388,0000000000109;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-01
15435;2026-06-01 06:36:33;short;4521,865;6;551,2425339516085;393,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-01
15609;2026-06-01 13:05:42;short;4497,549999999999;13;216,59662094261876;264,00000000003274;True;4497,549999999999;15611;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-06-01
15696;2026-06-01 16:11:11;short;4496,67;16;172,53395075631488;1052,0000000000437;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-01
15738;2026-06-01 16:49:13;short;4466,9;16;1138,0085418682029;472,00000000002547;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-01
16321;2026-06-02 13:31:44;short;4527,985000000001;13;96,40871678275289;155,0000000000182;True;4527,985000000001;16326;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-06-02
16409;2026-06-02 16:28:30;short;4514,475;16;580,9893154538258;310,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-02
16432;2026-06-02 16:52:25;short;4510,72;16;524,8097626355957;339,9999999999636;True;4510,72;16440;alvo;600,0;600,0;True;8;2,0;6,0;2026-06-02
16795;2026-06-03 06:53:51;long;4484,514999999999;6;351,8646766398888;371,00000000000364;True;4484,514999999999;16800;breakeven;150,0;150,0;True;5;0,5;1,5;2026-06-03
16965;2026-06-03 12:41:31;short;4447,115;12;530,1240877192868;285,0000000000364;True;4447,115;16967;breakeven;150,0;150,0;True;2;0,5;1,5;2026-06-03
17193;2026-06-03 18:20:12;short;4447,895;18;49,062916048660554;583,0000000000837;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-03
17215;2026-06-03 18:51:38;short;4442,93;18;421,5354754376676;193,99999999995998;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-03
17463;2026-06-04 05:02:09;long;4464,21;5;530,806777320413;268,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-04
17674;2026-06-04 13:02:09;long;4470,219999999999;13;239,6163702587728;303,99999999999636;True;4470,219999999999;17682;stop;-300,0;-300,0;False;8;-1,0;-3,0;2026-06-04
17694;2026-06-04 13:55:54;long;4470,235;13;167,97036230855156;248,99999999997817;True;4470,21;17697;breakeven;150,0;150,0;True;3;0,5;1,5;2026-06-04
17771;2026-06-04 16:01:29;long;4503,795;16;753,2059320427834;711,0000000000582;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-04
17789;2026-06-04 16:33:12;long;4504,355;16;528,5031333113693;328,99999999999636;True;4504,355;17799;alvo;600,0;600,0;True;10;2,0;6,0;2026-06-04
17803;2026-06-04 16:49:52;long;4508,975;16;595,1733169142244;376,9999999999527;True;4508,975;17806;breakeven;150,0;150,0;True;3;0,5;1,5;2026-06-04
18164;2026-06-05 06:18:29;short;4441,49;6;609,4338129132666;485,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-05
18432;2026-06-05 16:09:58;short;4417,4;16;1963,6604455782617;469,9999999999818;True;4417,4;18433;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-05
18591;2026-06-05 18:29:02;short;4352,845;18;615,0875537348838;459,00000000001455;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-05
18594;2026-06-05 18:32:13;short;4351,950000000001;18;601,440275033201;427,99999999997453;True;4351,950000000001;18595;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-05
19296;2026-06-08 12:01:17;short;4290,26;12;453,5233655869888;343,99999999996;True;4290,26;19304;breakeven;150,0;150,0;True;8;0,5;1,5;2026-06-08
19360;2026-06-08 13:59:16;long;4300,26;13;375,2872576788832;296,00000000000364;True;4300,26;19363;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-06-08
19444;2026-06-08 16:03:34;long;4329,825;16;546,8601689437492;627,0000000000437;True;4329,825;19445;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-08
19480;2026-06-08 16:46:52;long;4336,74;16;593,9068631339978;411,9999999999891;True;4336,74;19483;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-06-08
19555;2026-06-08 18:19:20;long;4326,045;18;103,26900865484276;586,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-08
19562;2026-06-08 18:27:50;long;4330,595;18;229,77445938849996;285,0000000000364;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-08
19565;2026-06-08 18:31:21;long;4330,675;18;248,94366553171494;456,9999999999709;True;4330,675;19577;alvo;600,0;600,0;True;12;2,0;6,0;2026-06-08
19865;2026-06-09 05:39:13;long;4333,09;5;337,71149069252715;313,9999999999418;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-09
19872;2026-06-09 05:53:39;long;4336,95;5;407,72253642398937;423,9999999999782;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-09
19876;2026-06-09 06:01:49;long;4336,264999999999;6;385,97741300063717;215,00000000005457;True;4336,264999999999;19877;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-06-09
19879;2026-06-09 06:06:44;long;4336,085;6;341,05281058155015;903,0000000000655;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-09
20121;2026-06-09 16:06:03;long;4340,6;16;218,57547196186715;398,0000000000473;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-09
20126;2026-06-09 16:13:58;long;4341,235;16;228,44338973209233;190,99999999998545;True;4341,235;20128;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-06-09
20244;2026-06-09 18:11:25;short;4294,264999999999;18;922,3294896213702;626,9999999999527;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-09
20252;2026-06-09 18:19:30;short;4293,885;18;738,3101958228508;372,99999999995634;True;4293,885;20253;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-09
20278;2026-06-09 18:41:16;short;4275,0599999999995;18;1383,1384686907768;648,0000000000473;True;4275,0599999999995;20280;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-06-09
20714;2026-06-10 05:26:03;short;4182,475;5;1016,909934917112;639,0000000000327;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-10
20718;2026-06-10 05:32:07;short;4186,45;5;918,706778494834;326,0000000000218;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-10
20743;2026-06-10 06:07:51;short;4177,4349999999995;6;827,0719051839478;618,99999999996;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-10
20969;2026-06-10 12:11:57;short;4171,445;12;612,9118574751374;489,00000000003274;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-10
20975;2026-06-10 12:20:36;short;4171,125;12;541,4807931639189;512,99999999992;True;4171,125;20976;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-10
20993;2026-06-10 12:47:30;short;4171,915;12;257,02694297442576;575,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-10
21279;2026-06-10 18:02:59;short;4133,915;18;1526,9970861068032;435,0000000000364;True;4133,915;21280;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-10
21326;2026-06-10 18:45:30;short;4128,1;18;577,5961150090552;401,9999999999527;True;4128,1;21327;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-10
21338;2026-06-10 18:55:07;short;4122,05;18;847,998914485197;747,9999999999563;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-10
21834;2026-06-11 06:19:39;short;4067,955;6;682,7522876655621;282,9999999999927;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-11
21843;2026-06-11 06:34:08;short;4064,925;6;734,7600130802675;508,9999999999691;True;4065,5;21844;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-06-11
22292;2026-06-11 18:05:28;short;4074,09;18;24,806561778177638;321,99999999998;True;4074,09;22295;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-06-11
23003;2026-06-12 12:25:16;long;4222,125;12;1130,3307284125367;280,99999999994907;True;4222,125;23004;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-12
23019;2026-06-12 12:54:01;long;4223,66;12;860,6940776277042;194,00000000005093;True;4223,66;23022;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-06-12
23123;2026-06-12 16:06:22;short;4195,37;16;675,9536490324535;394,00000000005093;True;4195,37;23124;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-06-12
23167;2026-06-12 16:54:03;short;4191,264999999999;16;520,7684143921142;442,99999999993815;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-12
23623;2026-06-15 06:00:35;long;4329,0599999999995;6;1252,4160032788132;240,00000000005457;True;4329,0599999999995;23625;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-06-15
23795;2026-06-15 12:36:16;long;4337,3;12;708,1124390904733;455,99999999994907;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-15
23800;2026-06-15 12:48:10;long;4337,795;12;601,7263116308641;486,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-15
23811;2026-06-15 13:16:08;long;4337,755;13;434,58205968572656;275,0;True;4337,755;23822;breakeven;150,0;150,0;True;11;0,5;1,5;2026-06-15
23893;2026-06-15 16:04:07;long;4343,25;16;393,6593009655553;228,00000000006548;True;4343,25;23896;breakeven;150,0;150,0;True;3;0,5;1,5;2026-06-15
24009;2026-06-15 18:25:21;short;4356,08;18;155,05952286976026;279,99999999992724;True;4356,08;24020;breakeven;150,0;150,0;True;11;0,5;1,5;2026-06-15
24593;2026-06-16 16:39:31;short;4338,96;16;268,6356196198176;250,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-16
25132;2026-06-17 13:29:58;long;4328,639999999999;13;115,44407907240384;127,99999999997453;True;4328,639999999999;25150;breakeven;150,0;150,0;True;18;0,5;1,5;2026-06-17
25328;2026-06-17 18:45:11;long;4357,22;18;519,3808589579021;260,0000000000364;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-17
25769;2026-06-18 06:55:51;long;4318,389999999999;6;121,75859539274825;251,9999999999527;True;4317,92;25774;breakeven;150,0;150,0;True;5;0,5;1,5;2026-06-18
25961;2026-06-18 12:41:24;short;4267,245;12;998,5529649784439;285,0000000000364;True;4267,47;25966;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-06-18
25975;2026-06-18 13:07:17;short;4267,54;13;667,2314481429567;194,00000000005093;True;4267,67;25976;breakeven;150,0;150,0;True;1;0,5;1,5;2026-06-18
25994;2026-06-18 13:42:28;short;4266,13;13;476,2047060886289;289,9999999999636;True;4266,13;26003;alvo;600,0;600,0;True;9;2,0;6,0;2026-06-18
26234;2026-06-18 18:43:01;short;4233,38;18;769,9335012002848;236,0000000000582;True;4233,38;26243;alvo;600,0;600,0;True;9;2,0;6,0;2026-06-18
26246;2026-06-18 18:58:35;short;4229,105;18;812,9298793688577;208,9999999999236;True;4229,105;26254;breakeven;150,0;150,0;True;8;0,5;1,5;2026-06-18
26510;2026-06-19 05:01:01;short;4185,26;5;456,21999568274987;219,9999999999818;True;4185,26;26513;breakeven;150,0;150,0;True;3;0,5;1,5;2026-06-19
26781;2026-06-19 13:54:52;short;4152,095;13;436,48674507312535;532,9999999999927;True;4152,095;26783;breakeven;150,0;150,0;True;2;0,5;1,5;2026-06-19
27350;2026-06-22 12:48:56;long;4206,13;12;529,1885493707923;384,00000000001455;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-22
27366;2026-06-22 13:25:00;long;4210,245000000001;13;569,6947887949136;205,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-22
27458;2026-06-22 16:17:50;short;4195,3150000000005;16;558,531262057204;276,9999999999527;True;4195,3150000000005;27467;alvo;600,0;600,0;True;9;2,0;6,0;2026-06-22
27910;2026-06-23 06:47:07;short;4137,805;6;961,6015386055551;252,99999999997453;True;4137,805;27913;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-06-23
28145;2026-06-23 12:55:32;long;4116,275;12;485,0605186057692;207,00000000006185;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-23
28169;2026-06-23 13:39:31;long;4128,375;13;842,8191240968772;261,0000000000582;True;4128,31;28171;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-06-23
28418;2026-06-23 18:52:07;long;4135,700000000001;18;314,7397999190616;335,99999999996726;True;4135,700000000001;28420;breakeven;150,0;150,0;True;2;0,5;1,5;2026-06-23
28769;2026-06-24 05:54:30;short;4063,0249999999996;5;1221,5567868361632;257,00000000001637;True;4063,93;28771;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-06-24
29022;2026-06-24 12:55:09;short;4069,5699999999997;12;495,4642356359727;271,99999999998;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-24
29186;2026-06-24 16:27:12;short;3973,01;16;2049,0642654161093;641,9999999999618;True;3973,01;29189;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-06-24
29300;2026-06-24 18:15:18;short;4001,91;18;716,282412228793;417,99999999998363;True;4001,91;29302;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-06-24
29327;2026-06-24 18:47:06;short;4007,17;18;231,5824059400711;323,9999999999782;True;4007,17;29329;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-06-24
29718;2026-06-25 05:04:57;short;3977,55;5;631,1114982287108;857,9999999999927;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-25
29754;2026-06-25 05:47:08;short;3978,815;5;187,34372763105966;452,99999999997453;True;3978,815;29755;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-06-25
29787;2026-06-25 06:28:46;short;3974,52;6;312,00375870485004;268,0000000000291;True;3974,52;29791;breakeven;150,0;150,0;True;4;0,5;1,5;2026-06-25
29792;2026-06-25 06:36:27;short;3973,2250000000004;6;325,07541443069385;623,0000000000018;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-06-25
30044;2026-06-25 13:42:15;short;3986,3599999999997;13;188,70206732176484;321,99999999998;True;3986,3599999999997;30060;alvo;600,0;600,0;True;16;2,0;6,0;2026-06-25
