sinal_i;dt;lado;preco_ordem;hora;leque;range_gatilho;ativou;entrada;saida_i;motivo;ticks;ticks_bruto;parcial;barras;R;usd;data
1754;2026-05-07 21:40:16;short;4711,5650000000005;21;157,4713276773764;394,9999999999818;True;4713,41;1755;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-07
1759;2026-05-07 21:46:05;short;4702,9;21;82,98629511018589;864,0000000000327;True;4706,78;1763;alvo;600,0;600,0;True;4;2,0;6,0;2026-05-07
1796;2026-05-07 22:29:11;long;4704,475;22;192,8400405744469;357,00000000006185;True;4703,97;1818;breakeven;150,0;150,0;True;22;0,5;1,5;2026-05-07
1839;2026-05-07 23:38:36;short;4703,3099999999995;23;120,14469258956524;835,9999999999673;True;4703,41;1840;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-07
1859;2026-05-08 01:14:56;long;4692,215;1;681,4212918354315;1098,9999999999782;True;4690,3;1860;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-08
1905;2026-05-08 03:16:55;short;4699,34;3;221,50399162464964;277,99999999997453;True;4700,62;1906;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-08
1913;2026-05-08 03:30:33;short;4697,33;3;121,64100097179471;257,9999999999927;True;4697,74;1914;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-08
1923;2026-05-08 03:48:40;short;4701,085;3;205,06158101343317;253,00000000006548;True;4702,07;1929;breakeven;150,0;150,0;True;6;0,5;1,5;2026-05-08
1947;2026-05-08 04:26:52;short;4713,82;4;635,2867492532823;318,0000000000291;True;4714,4;1951;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-08
1956;2026-05-08 04:40:25;short;4707,175;4;390,8229188275982;269,00000000005093;True;4708,34;1959;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-08
2017;2026-05-08 06:25:07;short;4718,045;6;166,35539095068452;219,00000000005093;True;4719,16;2020;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-08
2037;2026-05-08 07:10:01;short;4717,42;7;216,31669935068203;326,0000000000218;True;4718,95;2049;alvo;600,0;600,0;True;12;2,0;6,0;2026-05-08
2061;2026-05-08 08:13:12;long;4714,424999999999;8;179,6259423722404;339,00000000003274;True;4712,75;2066;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-08
2069;2026-05-08 08:32:05;long;4723,945;8;16,276925170586765;306,9999999999709;True;4723,37;2070;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-08
2088;2026-05-08 09:02:46;short;4720,21;9;333,00274549583264;463,9999999999418;True;4721,04;2089;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-08
2110;2026-05-08 09:36:09;short;4727,22;9;408,9065358521111;323,9999999999782;True;4728,39;2115;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-08
2119;2026-05-08 09:50:08;short;4724,165;9;297,747810385863;337,00000000008004;True;4725,45;2129;breakeven;150,0;150,0;True;10;0,5;1,5;2026-05-08
2151;2026-05-08 10:35:49;long;4709,245;10;745,1710162172276;301,0000000000218;True;4709,245;2159;breakeven;150,0;150,0;True;8;0,5;1,5;2026-05-08
2197;2026-05-08 11:58:27;short;4716,674999999999;11;132,44182676371565;202,99999999997453;True;4716,674999999999;2199;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-08
2215;2026-05-08 12:35:29;short;4712,46;12;56,38043886510786;560,0000000000364;True;4714,23;2216;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-08
2229;2026-05-08 13:05:33;long;4713,335;13;202,65151259654886;195,00000000007276;True;4712,79;2236;alvo;600,0;600,0;True;7;2,0;6,0;2026-05-08
2249;2026-05-08 13:52:54;short;4719,785;13;301,16125803251634;398,9999999999782;True;4721,45;2254;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-08
2261;2026-05-08 14:13:15;short;4720,450000000001;14;284,25774467077645;169,9999999999818;True;4720,62;2262;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-08
2273;2026-05-08 14:36:27;short;4723,98;14;252,67974274447624;353,99999999999636;True;4723,98;2281;alvo;600,0;600,0;True;8;2,0;6,0;2026-05-08
2335;2026-05-08 16:01:04;short;4722,9400000000005;16;407,3616453059003;488,0000000000109;True;4724,28;2336;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-08
2428;2026-05-08 17:39:44;long;4723,385;17;445,60966991148234;359,00000000001455;True;4723,07;2435;stop;-300,0;-300,0;False;7;-1,0;-3,0;2026-05-08
2452;2026-05-08 18:08:05;long;4719,5650000000005;18;509,0432500224779;291,0000000000764;True;4718,84;2455;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-08
2472;2026-05-08 18:30:44;long;4711,16;18;722,5059361985586;680,0000000000182;True;4708,38;2473;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-08
2479;2026-05-08 18:38:44;long;4712,975;18;560,6264067507254;302,99999999997453;True;4712,975;2482;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-08
2497;2026-05-08 19:03:35;long;4707,98;19;456,97089554369086;348,0000000000473;True;4706,51;2499;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-08
2585;2026-05-08 21:50:18;short;4722,86;21;363,42586464879787;173,99999999997817;True;4723,72;2592;breakeven;150,0;150,0;True;7;0,5;1,5;2026-05-08
2600;2026-05-08 22:23:42;short;4724,219999999999;22;211,92087787758283;185,99999999996726;True;4724,43;2625;alvo;600,0;600,0;True;25;2,0;6,0;2026-05-08
2653;2026-05-11 01:31:00;long;4693,049999999999;1;1364,9140994994013;661,9999999999891;True;4691,21;2657;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-11
2661;2026-05-11 01:49:28;long;4692,245;1;1227,2480195579192;164,99999999996362;True;4692,245;2669;breakeven;150,0;150,0;True;8;0,5;1,5;2026-05-11
2670;2026-05-11 02:07:25;long;4695,04;2;940,3280745551456;263,9999999999418;True;4694,27;2672;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
2683;2026-05-11 02:45:00;long;4696,98;2;536,2941810330085;224,00000000006912;True;4696,98;2687;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-11
2703;2026-05-11 03:26:28;long;4685,32;3;830,9596494723337;268,0000000000291;True;4684,4;2708;alvo;600,0;600,0;True;5;2,0;6,0;2026-05-11
2715;2026-05-11 03:50:00;long;4691,504999999999;3;430,350554139568;271,00000000000364;True;4690,38;2717;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
2724;2026-05-11 04:00:20;long;4681,865;4;667,0988999303518;871,0000000000036;True;4677,77;2725;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-11
2758;2026-05-11 04:39:13;short;4696,03;4;328,87358997359115;415,99999999998545;True;4697,68;2759;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-11
2791;2026-05-11 05:33:27;long;4694,04;5;179,39418449650475;260,0000000000364;True;4692,81;2793;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-11
2814;2026-05-11 06:08:24;long;4683,465;6;352,1997485976499;372,99999999995634;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2818;2026-05-11 06:16:10;long;4686,76;6;259,6232889687599;347,99999999995634;True;4685,36;2820;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-11
2821;2026-05-11 06:21:33;long;4686,78;6;219,76955333784645;389,9999999999636;True;4685,08;2829;breakeven;150,0;150,0;True;8;0,5;1,5;2026-05-11
2861;2026-05-11 07:53:14;long;4674,5599999999995;7;585,6561387910006;324,0000000000691;True;4673,39;2878;breakeven;150,0;150,0;True;17;0,5;1,5;2026-05-11
2879;2026-05-11 08:36:03;long;4679,09;8;361,9068764954136;342,0000000000073;True;4677,35;2881;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
2947;2026-05-11 10:19:23;short;4673,355;10;302,5668998452602;171,00000000000364;True;4673,84;2949;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
2955;2026-05-11 10:37:21;short;4674,174999999999;10;262,5050954053222;260,99999999996726;True;4674,97;2963;alvo;600,0;600,0;True;8;2,0;6,0;2026-05-11
2973;2026-05-11 11:13:47;long;4672,1;11;96,36010707145033;277,99999999997453;True;4671,99;2982;breakeven;150,0;150,0;True;9;0,5;1,5;2026-05-11
3000;2026-05-11 12:09:39;long;4668,264999999999;12;148,81531289711347;321,00000000000364;True;4666,92;3006;stop;-300,0;-300,0;False;6;-1,0;-3,0;2026-05-11
3019;2026-05-11 12:48:00;long;4663,155;12;507,1617885880187;317,0000000000073;True;4662,62;3021;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
3087;2026-05-11 15:08:39;short;4670,889999999999;15;283,3551447472928;159,99999999994543;True;4670,889999999999;3091;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-11
3195;2026-05-11 17:08:11;short;4720,555;17;748,759077629802;393,0000000000291;True;4722,19;3196;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-11
3266;2026-05-11 18:43:00;short;4729,76;18;214,28760857406814;323,9999999999782;True;4731,5;3267;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-11
3270;2026-05-11 18:48:21;short;4728,205;18;120,59091110068039;225,0;True;4728,205;3273;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-11
3314;2026-05-11 20:03:31;long;4718,43;20;545,8630601526238;211,9999999999891;True;4718,43;3329;breakeven;150,0;150,0;True;15;0,5;1,5;2026-05-11
3372;2026-05-11 22:02:41;short;4726,18;22;182,91065430921662;230,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
3383;2026-05-11 22:28:50;short;4723,745;22;97,85269005878945;122,99999999995634;True;4724,11;3387;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-11
3472;2026-05-12 03:25:44;short;4760,264999999999;3;1062,9499001650402;336,9999999999891;True;4761,11;3473;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-12
3476;2026-05-12 03:32:29;short;4762,4400000000005;3;913,2838801962862;282,00000000006185;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3479;2026-05-12 03:37:58;short;4760,33;3;789,3115576832315;334,00000000001455;True;4761,69;3483;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-12
3539;2026-05-12 05:02:22;long;4729,785;5;1012,481547713287;240,99999999998545;True;4729,52;3542;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
3546;2026-05-12 05:13:47;long;4732,629999999999;5;819,3733803506802;261,9999999999891;True;4731,76;3548;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-12
3553;2026-05-12 05:27:11;long;4728,195;5;725,8728546805287;347,00000000002547;True;4726,97;3556;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
3571;2026-05-12 05:53:47;long;4731,965;5;427,75319072507045;280,99999999994907;True;4730,85;3580;stop;-300,0;-300,0;False;9;-1,0;-3,0;2026-05-12
3584;2026-05-12 06:16:46;long;4730,58;6;269,15143296291717;289,9999999999636;True;4729,36;3586;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-12
3611;2026-05-12 07:18:51;long;4728,16;7;325,6654395098849;423,9999999999782;True;4727,97;3614;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
3620;2026-05-12 07:43:05;long;4724,709999999999;7;240,55581291813724;203,99999999999636;True;4724,709999999999;3622;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-12
3639;2026-05-12 08:17:14;long;4715,26;8;631,5986855871415;135,99999999996726;True;4714,85;3648;breakeven;150,0;150,0;True;9;0,5;1,5;2026-05-12
3665;2026-05-12 08:59:58;long;4715,405000000001;8;340,4974470759953;510,99999999996726;True;4714,43;3666;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-12
3723;2026-05-12 10:24:14;long;4698,615;10;576,1638316309472;172,99999999995634;True;4697,8;3736;breakeven;150,0;150,0;True;13;0,5;1,5;2026-05-12
3786;2026-05-12 12:27:11;long;4700,255;12;57,02435792491087;335,0000000000364;True;4699,54;3788;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-12
3800;2026-05-12 12:51:38;long;4700,645;12;86,44281821952973;225,0;True;4699,72;3803;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
3813;2026-05-12 13:18:42;short;4700,09;13;77,72825980773632;269,9999999999818;True;4701,18;3820;alvo;600,0;600,0;True;7;2,0;6,0;2026-05-12
3836;2026-05-12 14:01:53;long;4691,825000000001;14;402,8776932542314;413,0000000000109;True;4691,21;3839;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
3850;2026-05-12 14:23:18;long;4696,305;14;217,37181288044667;205,0000000000182;True;4695,51;3860;alvo;600,0;600,0;True;10;2,0;6,0;2026-05-12
3885;2026-05-12 15:20:11;short;4705,6900000000005;15;305,5551736907546;422,00000000002547;True;4707,83;3886;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-12
3915;2026-05-12 15:57:48;short;4702,54;15;296,4687241114916;447,99999999995634;True;4704,56;3917;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-12
3959;2026-05-12 16:44:42;long;4700,04;16;144,06711574874862;292,0000000000073;True;4698,81;3961;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-12
3971;2026-05-12 16:55:29;long;4690,49;16;217,7935666221856;557,9999999999927;True;4688,7;3974;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
3986;2026-05-12 17:09:23;long;4689,8099999999995;17;327,6080566596647;380,0000000000182;True;4689,8099999999995;3987;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-12
3998;2026-05-12 17:22:39;long;4689,545;17;202,75655192199338;298,9999999999782;True;4688,74;4002;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-12
4015;2026-05-12 17:41:04;long;4685,675;17;379,1144186886413;356,9999999999709;True;4685,41;4019;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-12
4041;2026-05-12 18:08:22;long;4671,97;18;759,6447512092709;489,9999999999636;True;4669,75;4043;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-12
4070;2026-05-12 18:35:40;long;4661,805;18;1036,2865035836876;494,9999999999818;True;4661,03;4087;alvo;600,0;600,0;True;17;2,0;6,0;2026-05-12
4151;2026-05-12 20:33:17;short;4678,370000000001;20;462,69770921026065;211,9999999999891;True;4678,9;4168;stop;-300,0;-300,0;False;17;-1,0;-3,0;2026-05-12
4258;2026-05-12 23:25:58;short;4713,165;23;898,5201294736726;159,00000000001455;True;4713,165;4269;stop;-300,0;-300,0;False;11;-1,0;-3,0;2026-05-12
4273;2026-05-13 01:12:04;short;4713,76;1;729,1361884972503;303,99999999999636;True;4714,66;4276;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-13
4279;2026-05-13 01:30:01;short;4716,115;1;666,5602435098663;268,99999999996;True;4716,9;4280;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4285;2026-05-13 01:48:18;short;4717,12;1;625,3847164552099;210,00000000003638;True;4717,6;4287;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-13
4290;2026-05-13 02:02:30;short;4717,17;2;609,3258453273847;284,00000000001455;True;4717,97;4293;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-13
4310;2026-05-13 02:51:17;short;4716,8;2;418,08852432614003;247,99999999995634;True;4717,29;4314;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-13
4325;2026-05-13 03:16:12;short;4721,225;3;372,758009113295;223,0000000000473;True;4721,37;4326;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4334;2026-05-13 03:31:00;short;4722,135;3;392,0482077779525;264,9999999999636;True;4723,12;4340;breakeven;150,0;150,0;True;6;0,5;1,5;2026-05-13
4361;2026-05-13 04:13:55;long;4713,549999999999;4;243,7467745991853;430,0000000000182;True;4711,22;4363;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-13
4393;2026-05-13 05:06:33;long;4705,129999999999;5;432,65548250174106;338,0000000000109;True;4704,16;4394;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4403;2026-05-13 05:28:22;long;4701,17;5;501,11415235523964;579,9999999999272;True;4698,58;4408;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-13
4432;2026-05-13 06:15:33;long;4692,780000000001;6;666,947125778006;348,0000000000473;True;4692,780000000001;4440;alvo;600,0;600,0;True;8;2,0;6,0;2026-05-13
4482;2026-05-13 08:20:40;short;4701,665;8;142,3020582031313;190,99999999998545;True;4701,95;4484;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-13
4535;2026-05-13 09:50:08;short;4708,655000000001;9;383,0394405063089;163,0000000000109;True;4708,655000000001;4536;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4561;2026-05-13 10:34:32;short;4705,719999999999;10;39,5436700713617;211,9999999999891;True;4706,48;4587;alvo;600,0;600,0;True;26;2,0;6,0;2026-05-13
4592;2026-05-13 11:37:41;long;4698,3099999999995;11;283,43349041606416;240,00000000005457;True;4697,62;4609;breakeven;150,0;150,0;True;17;0,5;1,5;2026-05-13
4627;2026-05-13 12:48:20;long;4693,995;12;428,69700740247936;193,0000000000291;True;4693,995;4628;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4630;2026-05-13 12:54:53;long;4697,42;12;312,72322559680106;171,99999999993452;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4633;2026-05-13 13:01:36;long;4700,3099999999995;13;186,41779857380243;140,00000000005457;True;4699,78;4638;alvo;600,0;600,0;True;5;2,0;6,0;2026-05-13
4681;2026-05-13 14:25:45;long;4698,9400000000005;14;39,05705676643265;272,00000000002547;True;4697,84;4699;breakeven;150,0;150,0;True;18;0,5;1,5;2026-05-13
4736;2026-05-13 15:43:27;long;4680,595;15;770,1695854902937;590,9999999999854;True;4677,63;4737;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4744;2026-05-13 15:52:52;long;4682,105;15;660,8364677125792;425,0;True;4682,105;4746;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-13
4758;2026-05-13 16:09:23;long;4687,24;16;270,88558497443955;385,99999999996726;True;4686,5;4765;breakeven;150,0;150,0;True;7;0,5;1,5;2026-05-13
4788;2026-05-13 16:43:39;long;4681,9;16;404,04011020054895;300,0;True;4680,83;4790;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-13
4812;2026-05-13 17:06:43;long;4676,32;17;401,86189143159936;451,9999999999527;True;4674,49;4813;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4817;2026-05-13 17:11:36;long;4679,174999999999;17;313,636555983976;186,9999999999891;True;4679,174999999999;4818;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4858;2026-05-13 17:58:40;long;4681,505;17;10,098654861667455;375,0;True;4679,91;4867;alvo;600,0;600,0;True;9;2,0;6,0;2026-05-13
4901;2026-05-13 18:54:52;short;4695,625;18;582,6031390429307;204,99999999992724;True;4695,66;4906;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-13
