sinal_i;dt;lado;preco_ordem;hora;leque;range_gatilho;ativou;entrada;saida_i;motivo;ticks;ticks_bruto;parcial;barras;R;usd;data
1716;2026-05-07 20:53:37;short;4700,73;20;630,513149062881;198,0000000000473;True;4700,74;1718;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-07
1859;2026-05-08 01:14:56;short;4692,215;1;681,4212918354315;1098,9999999999782;True;4692,215;1860;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-08
1947;2026-05-08 04:26:52;long;4713,82;4;635,2867492532823;318,0000000000291;True;4713,82;1950;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-08
2110;2026-05-08 09:36:09;long;4727,22;9;408,9065358521111;323,9999999999782;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2151;2026-05-08 10:35:49;short;4709,245;10;745,1710162172276;301,0000000000218;True;4709,86;2156;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-08
2335;2026-05-08 16:01:04;long;4722,9400000000005;16;407,3616453059003;488,0000000000109;True;4722,9400000000005;2336;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-08
2428;2026-05-08 17:39:44;short;4723,385;17;445,60966991148234;359,00000000001455;True;4723,385;2435;breakeven;150,0;150,0;True;7;0,5;1,5;2026-05-08
2452;2026-05-08 18:08:05;short;4719,5650000000005;18;509,0432500224779;291,0000000000764;True;4719,5650000000005;2455;breakeven;150,0;150,0;True;3;0,5;1,5;2026-05-08
2472;2026-05-08 18:30:44;short;4711,16;18;722,5059361985586;680,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2479;2026-05-08 18:38:44;short;4712,975;18;560,6264067507254;302,99999999997453;True;4713,02;2483;alvo;600,0;600,0;True;4;2,0;6,0;2026-05-08
2497;2026-05-08 19:03:35;short;4707,98;19;456,97089554369086;348,0000000000473;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2653;2026-05-11 01:31:00;short;4693,049999999999;1;1364,9140994994013;661,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2661;2026-05-11 01:49:28;short;4692,245;1;1227,2480195579192;164,99999999996362;True;4692,34;2669;stop;-300,0;-300,0;False;8;-1,0;-3,0;2026-05-11
2670;2026-05-11 02:07:25;short;4695,04;2;940,3280745551456;263,9999999999418;True;4695,04;2675;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-11
2683;2026-05-11 02:45:00;short;4696,98;2;536,2941810330085;224,00000000006912;True;4697,41;2684;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-11
2703;2026-05-11 03:26:28;short;4685,32;3;830,9596494723337;268,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2708;2026-05-11 03:35:55;short;4692,415;3;639,5745769662426;196,99999999993452;True;4692,415;2715;breakeven;150,0;150,0;True;7;0,5;1,5;2026-05-11
2724;2026-05-11 04:00:20;short;4681,865;4;667,0988999303518;871,0000000000036;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2861;2026-05-11 07:53:14;short;4674,5599999999995;7;585,6561387910006;324,0000000000691;True;4674,5599999999995;2872;breakeven;150,0;150,0;True;11;0,5;1,5;2026-05-11
3019;2026-05-11 12:48:00;short;4663,155;12;507,1617885880187;317,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
3195;2026-05-11 17:08:11;long;4720,555;17;748,759077629802;393,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
3314;2026-05-11 20:03:31;short;4718,43;20;545,8630601526238;211,9999999999891;True;4718,47;3328;stop;-300,0;-300,0;False;14;-1,0;-3,0;2026-05-11
3472;2026-05-12 03:25:44;long;4760,264999999999;3;1062,9499001650402;336,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3476;2026-05-12 03:32:29;long;4762,4400000000005;3;913,2838801962862;282,00000000006185;True;4761,67;3478;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-12
3479;2026-05-12 03:37:58;long;4760,33;3;789,3115576832315;334,00000000001455;True;4760,33;3487;stop;-300,0;-300,0;False;8;-1,0;-3,0;2026-05-12
3539;2026-05-12 05:02:22;short;4729,785;5;1012,481547713287;240,99999999998545;True;4729,785;3543;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-12
3546;2026-05-12 05:13:47;short;4732,629999999999;5;819,3733803506802;261,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3553;2026-05-12 05:27:11;short;4728,195;5;725,8728546805287;347,00000000002547;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3571;2026-05-12 05:53:47;short;4731,965;5;427,75319072507045;280,99999999994907;True;4731,965;3576;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-12
3639;2026-05-12 08:17:14;short;4715,26;8;631,5986855871415;135,99999999996726;True;4715,26;3646;stop;-300,0;-300,0;False;7;-1,0;-3,0;2026-05-12
3647;2026-05-12 08:33:02;short;4719,92;8;467,87855086104173;223,99999999997817;True;4719,92;3648;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-12
3723;2026-05-12 10:24:14;short;4698,615;10;576,1638316309472;172,99999999995634;True;4698,615;3728;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-12
3836;2026-05-12 14:01:53;short;4691,825000000001;14;402,8776932542314;413,0000000000109;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
4041;2026-05-12 18:08:22;short;4671,97;18;759,6447512092709;489,9999999999636;True;4671,97;4050;alvo;600,0;600,0;True;9;2,0;6,0;2026-05-12
4070;2026-05-12 18:35:40;short;4661,805;18;1036,2865035836876;494,9999999999818;True;4661,805;4073;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
4151;2026-05-12 20:33:17;long;4678,370000000001;20;462,69770921026065;211,9999999999891;True;4678,370000000001;4169;breakeven;150,0;150,0;True;18;0,5;1,5;2026-05-12
4258;2026-05-12 23:25:58;long;4713,165;23;898,5201294736726;159,00000000001455;True;4712,88;4273;breakeven;150,0;150,0;True;15;0,5;1,5;2026-05-12
4279;2026-05-13 01:30:01;long;4716,115;1;666,5602435098663;268,99999999996;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4285;2026-05-13 01:48:18;long;4717,12;1;625,3847164552099;210,00000000003638;True;4717,12;4289;breakeven;150,0;150,0;True;4;0,5;1,5;2026-05-13
4290;2026-05-13 02:02:30;long;4717,17;2;609,3258453273847;284,00000000001455;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4310;2026-05-13 02:51:17;long;4716,8;2;418,08852432614003;247,99999999995634;True;4716,8;4313;breakeven;150,0;150,0;True;3;0,5;1,5;2026-05-13
4393;2026-05-13 05:06:33;short;4705,129999999999;5;432,65548250174106;338,0000000000109;True;4705,129999999999;4394;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-13
4403;2026-05-13 05:28:22;short;4701,17;5;501,11415235523964;579,9999999999272;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4432;2026-05-13 06:15:33;short;4692,780000000001;6;666,947125778006;348,0000000000473;True;4693,02;4435;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-13
4627;2026-05-13 12:48:20;short;4693,995;12;428,69700740247936;193,0000000000291;True;4694,06;4628;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4736;2026-05-13 15:43:27;short;4680,595;15;770,1695854902937;590,9999999999854;True;4680,595;4737;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4744;2026-05-13 15:52:52;short;4682,105;15;660,8364677125792;425,0;True;4682,23;4746;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-13
4788;2026-05-13 16:43:39;short;4681,9;16;404,04011020054895;300,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4812;2026-05-13 17:06:43;short;4676,32;17;401,86189143159936;451,9999999999527;True;4676,32;4813;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4901;2026-05-13 18:54:52;long;4695,625;18;582,6031390429307;204,99999999992724;True;4695,625;4921;alvo;600,0;600,0;True;20;2,0;6,0;2026-05-13
4930;2026-05-13 19:35:22;long;4703,615;19;655,3674618647165;260,99999999996726;True;4703,615;4935;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-13
5249;2026-05-14 07:17:07;short;4682,66;7;461,2832028644334;138,0000000000109;True;4682,66;5251;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-14
5599;2026-05-14 16:49:07;short;4686,21;16;790,3939306986103;286,0000000000582;True;4686,81;5600;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-14
5615;2026-05-14 17:04:04;short;4687,395;17;449,8016833035763;363,0000000000109;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-14
5875;2026-05-14 23:50:15;short;4651,22;23;831,3540514663146;215,99999999998545;True;4651,22;5880;breakeven;150,0;150,0;True;5;0,5;1,5;2026-05-14
5974;2026-05-15 04:00:31;short;4626,52;4;1248,8407744790493;800,0;True;4626,52;5975;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-15
5994;2026-05-15 04:18:24;short;4617,845;4;1107,1298940275483;382,9999999999927;True;4617,845;5996;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-15
6018;2026-05-15 04:41:49;short;4618,625;4;596,4072266386211;287,00000000008004;True;4618,76;6019;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-15
6171;2026-05-15 08:30:45;short;4585,75;8;1154,0511375797905;844,0000000000509;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-15
6195;2026-05-15 08:52:13;short;4570,139999999999;8;1518,2634547853922;398,0000000000473;True;4570,139999999999;6197;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-15
6216;2026-05-15 09:12:15;short;4571,045;9;1010,7226436472956;417,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-15
6347;2026-05-15 11:51:28;short;4561,24;11;499,2938153001887;280,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-15
6359;2026-05-15 12:06:45;short;4560,035;12;497,7790091087627;759,0000000000146;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-15
6376;2026-05-15 12:26:09;short;4551,895;12;676,285431181168;339,00000000003274;True;4551,895;6380;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-15
6401;2026-05-15 12:58:00;short;4545,21;12;682,9740625573322;347,99999999995634;True;4545,21;6406;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-15
6470;2026-05-15 14:06:37;long;4564,735;14;500,2445822857226;340,99999999998545;True;4563,73;6480;breakeven;150,0;150,0;True;10;0,5;1,5;2026-05-15
6482;2026-05-15 14:23:23;long;4564,03;14;413,54094620510295;168,0000000000291;True;4563,54;6484;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-15
6623;2026-05-15 16:55:08;short;4535,41;16;794,5902387808928;326,0000000000218;True;4535,41;6624;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-15
6626;2026-05-15 16:57:50;short;4539,1849999999995;16;588,9300896898931;558,9999999999236;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-15
6633;2026-05-15 17:04:01;short;4529,515;17;563,3052598645008;482,9999999999927;True;4529,515;6634;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-15
6636;2026-05-15 17:06:43;short;4537,575;17;460,53451334055353;556,9999999999709;True;4537,575;6637;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-15
6675;2026-05-15 17:41:01;long;4555,7;17;743,1233810016238;210,00000000003638;True;4555,7;6676;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-15
6682;2026-05-15 17:47:38;long;4552,084999999999;17;559,7911892174125;371,00000000000364;True;4552,084999999999;6685;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-15
6769;2026-05-15 19:20:38;short;4534,045;19;654,3445649780551;195,00000000007276;True;4534,045;6770;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-15
6772;2026-05-15 19:24:34;short;4539,01;19;532,6227805729104;219,9999999999818;True;4539,01;6773;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-15
6832;2026-05-15 20:52:08;long;4559,415;20;717,5915261143928;140,99999999998545;True;4559,415;6842;stop;-300,0;-300,0;False;10;-1,0;-3,0;2026-05-15
6945;2026-05-18 01:08:17;short;4548,99;1;404,68619333923925;538,0000000000109;True;4548,99;6946;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-18
7050;2026-05-18 03:51:19;short;4493,76;3;1949,3593676470482;435,99999999996726;True;4494,54;7051;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-18
7057;2026-05-18 03:58:29;short;4504,54;3;1522,6009160179274;492,0000000000073;True;4504,54;7058;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-18
7073;2026-05-18 04:12:12;short;4502,87;4;835,1463862944001;573,9999999999782;True;4502,87;7077;alvo;600,0;600,0;True;4;2,0;6,0;2026-05-18
7081;2026-05-18 04:19:32;short;4498,055;4;708,5223101993506;484,99999999994543;True;4498,055;7083;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-18
7086;2026-05-18 04:24:00;short;4500,225;4;586,7197840477274;357,00000000006185;True;4500,63;7087;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-18
7149;2026-05-18 05:31:25;long;4532,55;5;999,4162927848265;642,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7153;2026-05-18 05:36:37;long;4532,74;5;887,6380432187034;442,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7160;2026-05-18 05:46:40;long;4537,49;5;838,1250808896766;547,9999999999563;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7164;2026-05-18 05:51:48;long;4533,0599999999995;5;741,8801474097563;333,9999999999236;True;4533,0599999999995;7173;stop;-300,0;-300,0;False;9;-1,0;-3,0;2026-05-18
7361;2026-05-18 10:46:12;long;4550,27;10;487,51159101111625;293,99999999996;True;4550,27;7362;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-18
7511;2026-05-18 14:51:30;long;4553,8;14;734,2599131059615;226,00000000002183;True;4553,8;7515;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-18
7516;2026-05-18 14:56:52;long;4553,55;14;630,0159555175014;294,00000000005093;True;4553,55;7518;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-18
7519;2026-05-18 15:00:57;long;4550,545;15;529,1225829055293;201,00000000002183;True;4550,545;7522;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-18
7573;2026-05-18 16:03:47;long;4565,915;16;769,1760755536052;312,99999999991996;True;4565,915;7579;stop;-300,0;-300,0;False;6;-1,0;-3,0;2026-05-18
7580;2026-05-18 16:11:21;long;4563,5;16;556,4527277008892;339,9999999999636;True;4563,5;7590;alvo;600,0;600,0;True;10;2,0;6,0;2026-05-18
7595;2026-05-18 16:31:09;long;4570,68;16;562,6276003846215;506,00000000004;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7609;2026-05-18 16:44:30;long;4569,815;16;494,5613530958326;875,0;True;4569,3;7610;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-18
7680;2026-05-18 17:53:40;short;4546,775;17;984,1238811262883;352,99999999997453;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7685;2026-05-18 17:58:58;short;4544,995;17;898,1635437378827;259,00000000001455;True;4544,995;7687;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-18
7697;2026-05-18 18:09:57;short;4540,225;18;938,0921046227741;710,9999999999673;True;4540,225;7698;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-18
7704;2026-05-18 18:18:10;short;4540,875;18;771,1677558877454;140,99999999998545;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7709;2026-05-18 18:23:55;short;4538,915;18;742,6587573819234;264,9999999999636;True;4539,11;7712;breakeven;150,0;150,0;True;3;0,5;1,5;2026-05-18
7718;2026-05-18 18:34:22;short;4539,13;18;647,4274779475309;226,00000000002183;True;4539,13;7719;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-18
7725;2026-05-18 18:43:11;short;4543,105;18;422,1169562804789;189,00000000003274;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-18
7905;2026-05-18 22:59:57;long;4558,045;22;513,0782720361822;113,00000000001091;True;4558,045;7925;alvo;600,0;600,0;True;20;2,0;6,0;2026-05-18
8014;2026-05-19 04:38:05;short;4563,375;4;541,400642332519;330,99999999994907;True;4563,375;8015;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-19
8046;2026-05-19 05:29:58;short;4560,74;5;428,80135956320373;268,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-19
8072;2026-05-19 06:18:32;short;4550,8;6;591,2758115750876;442,0000000000073;True;4551,21;8080;breakeven;150,0;150,0;True;8;0,5;1,5;2026-05-19
8081;2026-05-19 06:40:43;short;4553,639999999999;6;496,3346821033156;285,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-19
8111;2026-05-19 07:58:01;short;4542,66;7;598,1984012666544;222,00000000002547;True;4542,66;8117;stop;-300,0;-300,0;False;6;-1,0;-3,0;2026-05-19
8134;2026-05-19 08:39:53;short;4539,99;8;485,49272745822236;218,0000000000291;True;4539,99;8135;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-19
8471;2026-05-19 16:56:48;short;4505,15;16;943,965772843967;975,9999999999309;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-19
8509;2026-05-19 17:29:17;short;4491,42;17;469,35052733933844;305,99999999994907;True;4491,74;8511;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-19
8756;2026-05-19 23:13:48;short;4485,665;23;569,819612667834;287,00000000008004;True;4485,665;8772;breakeven;150,0;150,0;True;16;0,5;1,5;2026-05-19
8773;2026-05-20 01:12:00;short;4484,525;1;418,4439517392093;282,9999999999927;True;4484,525;8774;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-20
8781;2026-05-20 01:39:59;short;4482,225;1;440,49579349530177;432,9999999999927;True;4482,225;8792;stop;-300,0;-300,0;False;11;-1,0;-3,0;2026-05-20
8848;2026-05-20 04:00:09;long;4501,38;4;661,1218762211138;644,0000000000509;True;4501,38;8849;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-20
8852;2026-05-20 04:04:23;long;4491,315;4;416,9907118849551;275,0;True;4491,11;8853;breakeven;150,0;150,0;True;1;0,5;1,5;2026-05-20
8896;2026-05-20 04:55:50;short;4481,07;4;657,6015528090466;292,0000000000073;True;4481,07;8900;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-20
8955;2026-05-20 06:19:40;short;4462,075000000001;6;765,8408956178391;271,00000000000364;True;4462,61;8965;breakeven;150,0;150,0;True;10;0,5;1,5;2026-05-20
8966;2026-05-20 06:39:37;short;4464,780000000001;6;542,0345312877544;222,00000000002547;True;4464,780000000001;8975;breakeven;150,0;150,0;True;9;0,5;1,5;2026-05-20
9214;2026-05-20 13:53:18;long;4491,835;13;498,87801069762645;193,0000000000291;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-20
9220;2026-05-20 14:04:56;long;4493,825;14;492,0053867143906;235,00000000003638;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-20
9241;2026-05-20 14:45:26;long;4494,655;14;433,55788609705996;267,0000000000073;True;4494,655;9245;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-20
9474;2026-05-20 18:48:56;long;4536,555;18;610,4228475558557;152,99999999997453;True;4536,37;9479;stop;-300,0;-300,0;False;5;-1,0;-3,0;2026-05-20
9480;2026-05-20 18:55:00;long;4533,485;18;501,84834745541593;175,0;True;4533,27;9483;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-20
9781;2026-05-21 05:06:02;long;4558,155;5;588,4631169026761;298,9999999999782;True;4558,155;9784;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-21
9824;2026-05-21 06:23:41;short;4538,895;6;687,8020877718882;294,9999999999818;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-21
9848;2026-05-21 07:16:46;short;4535,575000000001;7;517,5105574769077;197,00000000002547;True;4536,03;9852;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-21
10041;2026-05-21 12:28:37;long;4537,3150000000005;12;479,6846532109157;389,00000000003274;True;4537,3150000000005;10043;breakeven;150,0;150,0;True;2;0,5;1,5;2026-05-21
10046;2026-05-21 12:35:21;long;4534,24;12;412,3529090682496;272,00000000002547;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-21
10098;2026-05-21 13:46:01;short;4515,870000000001;13;824,1780237399325;403,99999999999636;True;4515,870000000001;10104;breakeven;150,0;150,0;True;6;0,5;1,5;2026-05-21
10107;2026-05-21 13:55:55;short;4514,094999999999;13;687,4165595168051;473,0000000000473;True;4514,094999999999;10113;breakeven;150,0;150,0;True;6;0,5;1,5;2026-05-21
10116;2026-05-21 14:05:49;short;4517,014999999999;14;513,1131450635621;289,00000000003274;True;4517,014999999999;10127;stop;-300,0;-300,0;False;11;-1,0;-3,0;2026-05-21
10219;2026-05-21 16:18:59;short;4503,655;16;420,5781961143657;390,99999999998545;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-21
10398;2026-05-21 19:16:59;long;4515,395;19;470,2113040354561;160,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-21
10498;2026-05-21 21:03:22;long;4548,785;21;1046,4349927232433;206,9999999999709;True;4548,785;10500;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-21
