sinal_i;dt;lado;tipo;hora;entrada;leque;dist_ma1;inclin;esf_rel;res_rel;saida_i;motivo;ticks;ticks_bruto;parcial;barras;R;usd;data
11182;2026-06-10 18:29:04;short;2;18;4133,14;684,8965858151132;494,1147735541563;577,902714103584;0,3778153153153153;1,1475123018040438;11184;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-10
11213;2026-06-10 18:48:40;short;1;18;4111,32;849,9103690907759;-729,9469605838567;-722,1442457526791;0,3229263746505126;0,513859745996638;11214;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-10
11493;2026-06-11 02:44:20;long;1;2;4058,77;532,0209557670751;89,7921126161691;410,55041319855263;0,6021678040947411;0,035014005602209484;11494;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-11
11623;2026-06-11 04:04:23;long;1;4;4079,56;739,0207390730211;122,94464794490523;200,1328051238488;0,7044739778837374;0,1946308724831968;11624;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-11
11681;2026-06-11 04:46:23;long;2;4;4110,22;1397,8279052007565;156,58699297782732;523,0654749449968;0,6093273281999128;1,508425073017491;11683;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-11
11984;2026-06-11 15:24:14;short;1;15;4067,23;961,7400053704387;-449,03609749944735;-763,605628862706;0,23114956736711992;0,29177718832897875;11985;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-11
11990;2026-06-11 15:27:27;short;1;15;4069,15;919,3072921327712;-92,85234180438238;-418,14140854457946;0,6466923118599989;0,4291671362560751;11991;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-11
12279;2026-06-11 20:31:33;long;1;20;4118,72;1446,5716322883054;560,2210188881145;962,647655613182;0,3826414080343947;0,30343064138089404;12281;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-11
12466;2026-06-11 22:31:19;long;1;22;4208,71;1930,2053040153623;1349,615442421782;1117,7855796536278;0,38018099921484355;0,40680473372794573;12467;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-11
12471;2026-06-11 22:33:49;long;1;22;4206,85;1950,3232987524825;753,0301223971946;1120,6650437772623;0,6957399472643375;0,602417730020368;12473;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-11
12482;2026-06-11 22:40:26;long;2;22;4212,12;1963,8114256184053;387,0040290891666;789,2960821809538;0,5114063675106543;1,3920938150180815;12484;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-11
12498;2026-06-11 23:06:29;long;2;23;4211,93;1401,8175682319452;89,52217977084729;77,50167551239429;0,598774298573207;1,4089219330854792;12499;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-11
12513;2026-06-12 01:04:07;long;1;1;4209,1;956,072362784198;-281,02213176453006;-49,857012251413835;0,14375621066578337;0,42182088075224644;12514;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-12
12787;2026-06-12 09:37:52;short;1;9;4177,68;522,0882700699804;-251,0482409731594;-15,112332499575132;0,5935440323989518;0,5860027855152113;12791;alvo;388,0;388,0;False;4;2,0;3,88;2026-06-12
12954;2026-06-12 15:44:21;short;1;15;4196,91;562,082925914001;-518,3029915832776;-661,4959667836047;0,45353963177456996;0,6837513631408806;12957;stop;-194,0;-194,0;False;3;-1,0;-1,94;2026-06-12
13281;2026-06-15 01:14:52;long;1;1;4299,16;2221,8910637423505;-99,10432385759123;33,66501947903089;0,4955131232710343;0,5815300213350157;13287;alvo;388,0;388,0;False;6;2,0;3,88;2026-06-15
13575;2026-06-15 16:41:08;long;1;16;4364,99;1216,8555975093113;823,104493279061;929,7992796756262;0,6982872200263505;0,6763540290621117;13577;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-15
13694;2026-06-16 01:23:16;short;1;1;4309,39;1406,8412429778618;-506,69308068145256;-682,1381329601536;0,5754379247630899;0,33782727627973785;13698;stop;-194,0;-194,0;False;4;-1,0;-1,94;2026-06-16
13829;2026-06-16 14:38:48;long;1;14;4338,8;760,0592825056083;-259,1048720770232;79,08568653010661;0,4580271877314861;0,6289961071134758;13831;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-06-16
14236;2026-06-17 21:00:40;short;2;21;4347,41;588,6233953268857;-461,8241803221281;-856,4806486125235;0,37150127226463103;1,0211647934609125;14237;alvo;388,0;388,0;False;1;2,0;3,88;2026-06-17
14288;2026-06-17 21:05:42;short;1;21;4310,52;1608,623689682463;-1098,233325979254;-1263,2003399914538;0,029681361850720213;0,16478733926797892;14289;alvo;388,0;388,0;False;1;2,0;3,88;2026-06-17
14488;2026-06-17 21:45:23;long;1;21;4322,8;969,6476408569652;1078,4385603915325;751,0499757614525;0,5125348189415042;0,5893262679789685;14490;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-06-17
14576;2026-06-17 22:07:18;short;1;22;4265,7;1258,3664909362597;-864,7314288289635;-659,4850450526792;0,6003830194701564;0,6090301309643712;14577;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-17
15061;2026-06-18 15:16:32;short;2;15;4255,73;1065,152832547028;582,6666532083436;113,80949410931862;0,343403709319958;1,5089430894310554;15062;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-18
15144;2026-06-18 17:05:05;short;1;17;4244,38;571,6971281557562;-509,47130148160795;-829,0568594562501;0,6038906117846067;0,22699093943739068;15147;stop;-194,0;-194,0;False;3;-1,0;-1,94;2026-06-18
15807;2026-06-22 06:12:43;short;1;6;4182,21;469,53895628603277;-658,4066768807133;-459,67231235326835;0,680770423457258;0,5730839834788094;15809;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-22
16174;2026-06-23 07:59:55;short;1;7;4117,09;1564,5313952179094;-1351,5230515536132;-1039,347621782872;0,39775231379462317;0,4674693918849438;16175;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-23
16607;2026-06-24 04:05:34;short;1;4;4072,12;1126,7559791557687;-1232,8779579218917;-1178,9862601046025;0,5908273381294964;0,40801941298827615;16609;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-24
16908;2026-06-24 15:25:31;short;2;15;4017,66;1512,673416660391;-979,7006610921017;-1302,7451557986751;0,1653848062323227;1,4044159707128316;16910;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-24
17014;2026-06-24 16:18:31;short;2;16;3970,75;1214,4685699919137;-160,46966446074293;-288,98297800215005;0,6008417321962565;1,4512758468983569;17015;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-24
17037;2026-06-24 16:30:37;short;2;16;3977,83;539,6495229873381;451,229199458885;337,2804945214284;0,6468489892984542;1,4415141955836457;17039;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-06-24
17170;2026-06-24 18:11:46;short;1;18;3999,56;793,0281505930907;-771,0823207113663;-793,7908359744142;0,7316219369894982;0,5439151049898537;17171;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-24
17374;2026-06-25 02:44:53;long;1;2;4014,52;893,3281691745378;798,9676456104007;902,591351003548;0,7774583663758922;0,5836881755649779;17376;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-06-25
17519;2026-06-25 05:24:22;short;2;5;3987,05;400,41000188939506;927,3541593346636;518,4790920927298;0,23026189408977396;1,42862684251357;17522;alvo;388,0;388,0;False;3;2,0;3,88;2026-06-25
17583;2026-06-25 06:58:25;long;1;6;3997,58;603,3820323870714;919,9853001062365;1146,6980928387784;0,7563246934657768;0,2146943353897642;17584;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-25
17992;2026-06-25 18:23:19;long;1;18;4033,76;529,4245765596315;923,2724299205074;1006,1295743289065;0,31111502709370453;0,3996078883635817;17994;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-25
17995;2026-06-25 18:24:30;long;1;18;4034,68;668,3688022415936;747,327144944029;1141,2694022005326;0,7247946881006465;0,3168902023185979;17997;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-25
18003;2026-06-25 18:35:12;long;1;18;4025,7;599,5856825960345;-273,17263522004396;271,23848060232376;0,7325391263723429;0,36063110443261304;18005;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-25
18479;2026-06-26 17:56:51;long;1;17;4084,78;999,074960527696;-39,6253274539049;245,69305886998336;0,4441841607352014;0,38927282104182137;18480;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-26
18581;2026-06-29 01:20:04;short;1;1;4056,34;641,9117209687101;-1079,130141240148;-922,4874265662493;0,10348042262274704;0,32048637498631827;18582;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-06-29
19065;2026-06-30 04:10:33;short;1;4;3965,63;1825,4920307163502;502,063574067779;177,0409038620528;0,4167402826855124;0,6539885248935309;19067;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-30
19303;2026-06-30 14:05:01;long;1;14;4029,11;407,2570930184611;486,1845861864367;357,31074403033745;0,7976078968225376;0,6186834198307346;19305;alvo;388,0;388,0;False;2;2,0;3,88;2026-06-30
19497;2026-07-01 04:00:02;short;1;4;3995,63;1213,5078171515033;-886,4919521654429;-739,6154042172384;0,7464265764137614;0,4403455975147189;19498;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-01
19778;2026-07-01 16:47:34;long;1;16;4088,98;2364,422081322573;-319,71186515652334;525,2550936060288;0,5163636363636364;0,5874660496931946;19780;alvo;388,0;388,0;False;2;2,0;3,88;2026-07-01
19848;2026-07-01 17:37:04;long;1;17;4112,99;983,5619650058561;902,648607066385;612,1349292506238;0,641321283889062;0,5095576794841497;19849;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-01
20085;2026-07-02 09:06:33;long;2;9;4072,1;487,2432149739325;685,8976868787067;462,6344580188288;0,3702791461412151;1,3969439728352484;20086;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-02
20237;2026-07-02 15:31:03;long;1;15;4110,65;1202,784685803499;266,5604506289128;298,07323904842633;0,0749375520399667;0,22696766320924078;20239;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-07-02
20253;2026-07-02 15:31:19;long;1;15;4110,74;1001,2263483056813;-147,1903069840664;193,42242014809017;0,2181818181818182;0,5743445363363229;20254;alvo;388,0;388,0;False;1;2,0;3,88;2026-07-02
20521;2026-07-02 20:08:42;short;1;20;4116,16;497,2874544132537;152,8604689263375;97,05644026553273;0,6966088834413121;0,5178900289399463;20522;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-02
20841;2026-07-06 02:48:08;long;1;2;4181,68;662,1344955068707;-682,5931096112072;-31,314029495933937;0,43006666896956713;0,3492105967353107;20844;stop;-194,0;-194,0;False;3;-1,0;-1,94;2026-07-06
20943;2026-07-06 05:40:10;short;2;5;4172,15;456,20178417293573;-668,3355425820082;-685,0096181669869;0,6796611139733242;1,3541786412231975;20944;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-06
21069;2026-07-06 16:27:45;short;2;16;4144,95;490,41011534191057;102,94658928405624;63,472083383476274;0,5923566878980892;1,3654406817674103;21071;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-07-06
21709;2026-07-08 11:18:30;short;1;11;4086,07;1385,453932375458;-1116,2899189146174;-1454,520288826825;0,055162702421403864;0,1791590493600651;21711;alvo;388,0;388,0;False;2;2,0;3,88;2026-07-08
21963;2026-07-08 17:19:12;short;1;17;4057,84;539,5806676383927;-508,643464136685;-638,469637676144;0,7621082621082621;0,42902893743567877;21964;alvo;388,0;388,0;False;1;2,0;3,88;2026-07-08
22535;2026-07-10 13:25:45;short;1;13;4108,68;635,1968407014283;395,881438368815;-169,04944501238788;0,5634109201653252;0,3009877977918904;22536;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-10
22634;2026-07-10 17:34:12;short;1;17;4088,08;727,5073991028421;46,923459454774274;-219,16029596927729;0,20978038815117467;0,5473353552860056;22635;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-10
22636;2026-07-10 17:34:38;short;1;17;4089,71;656,7743703253655;164,15161938411984;19,859259529539486;0,288142041851617;0,3848855774348474;22637;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-10
22717;2026-07-13 01:12:23;short;1;1;4084,25;600,8392515253945;-751,7364371352414;-759,5362416300304;0,08697546845761452;0,5600367840251379;22722;stop;-194,0;-194,0;False;5;-1,0;-1,94;2026-07-13
22725;2026-07-13 01:31:55;short;1;1;4082,8;768,1202786154245;-437,6029359077165;-602,2981530259585;0,65862761986793;0,44384960159348164;22726;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-13
23016;2026-07-13 17:17:24;short;2;17;4012,59;1719,3859223164964;-1222,7943277061058;-1450,9821548818763;0,19661989510019276;1,2610294117646517;23017;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-13
23281;2026-07-14 10:36:56;long;2;10;4026,6;759,9271529261387;169,4198504123051;68,74360371466537;0,6925634644101543;1,3557154276578773;23284;stop;-194,0;-194,0;False;3;-1,0;-1,94;2026-07-14
23388;2026-07-14 15:32:23;long;1;15;4097,37;1989,3324734068756;672,6152529591673;619,8406150934261;0,5826679649464459;0,2376156217883849;23390;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-07-14
24063;2026-07-16 15:31:44;short;1;15;4025,96;415,50006899706204;161,292930602076;-125,34178676364718;0,587161384629739;0,41650671785025123;24065;alvo;388,0;388,0;False;2;2,0;3,88;2026-07-16
24091;2026-07-16 16:00:42;short;1;16;3993,1;1397,625638061345;-692,7302627364952;-848,6109911194944;0,5486060352928893;0,5811898684468567;24093;alvo;388,0;388,0;False;2;2,0;3,88;2026-07-16
24255;2026-07-16 22:55:46;short;1;22;3978,67;777,6945366976179;-95,962184418795;-444,03749735333804;0,651219312936563;0,669266104048695;24257;alvo;388,0;388,0;False;2;2,0;3,88;2026-07-16
25729;2026-07-23 16:54:37;short;1;16;4055,29;753,6658865160916;-95,42670482974245;-94,29896812466723;0,6868686868686869;0,1462857142857468;25730;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-23
25737;2026-07-23 17:01:36;short;2;17;4046,91;876,4498670469038;-505,8156168624464;-443,6506959815688;0,7356507679870655;1,304387778543591;25738;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-23
25862;2026-07-24 08:37:20;short;1;8;4027,71;814,0863248879214;-240,19752965091357;-359,71549369596687;0,7904590716762637;0,5466086752086536;25865;alvo;388,0;388,0;False;3;2,0;3,88;2026-07-24
26073;2026-07-27 04:00:01;long;1;4;4102,82;1123,2887854749151;157,85173394015146;313,9325162905152;0,4119089316987741;0,03778932451561753;26074;alvo;388,0;388,0;False;1;2,0;3,88;2026-07-27
26079;2026-07-27 04:05:00;long;2;4;4108,27;1129,3056713836904;426,5377110584268;429,4830126033048;0,3386414384769068;1,4394045126774884;26081;alvo;388,0;388,0;False;2;2,0;3,88;2026-07-27
26521;2026-07-29 02:45:36;short;1;2;4019,78;548,5291433002658;-115,09013313507239;-267,558537755167;0,22679716503543704;0,4219178082190384;26522;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-29
26795;2026-07-29 21:02:03;long;1;21;4082,12;1266,1306302701632;447,71247052649414;300,4618096553713;0,4591332967635765;0,198727544910077;26796;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-29
27016;2026-07-29 23:05:41;short;2;23;4049,63;1564,1429830509878;-651,4809251125371;-1127,985942242185;0,6561370028123745;1,2848548510312563;27017;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-29
27192;2026-07-30 09:30:51;short;1;9;4031,71;1140,0847400666862;-348,3039000098415;-165,36380281127094;0,4318577901707912;0,4889605314575397;27193;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-07-30
27608;2026-07-31 11:21:56;short;1;11;4063,43;915,7161324405479;-856,9067832620476;-761,7716755086349;0,4893997797356828;0,5612472160356203;27610;alvo;388,0;388,0;False;2;2,0;3,88;2026-07-31
28380;2026-08-05 08:48:38;long;2;8;4163,8;2228,693484287578;770,7325250334179;1249,6412062385389;0,20617070357554787;1,3781055132141267;28382;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-05
28463;2026-08-05 14:31:30;long;1;14;4177,71;570,3947157555376;993,5375344479326;995,3252822439026;0,7477464294076328;0,23638511518001493;28464;alvo;388,0;388,0;False;1;2,0;3,88;2026-08-05
28538;2026-08-05 16:40:20;long;1;16;4201,44;577,9305719977856;303,75290800484436;138,3547501602152;0,4360122297444857;0,216672529018443;28540;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-08-05
28621;2026-08-05 18:19:02;long;1;18;4253,91;1513,6678226399454;289,76101484222454;861,270622052507;0,7541009842362167;0,1718191377498544;28623;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-05
28782;2026-08-06 03:50:15;long;1;3;4289,87;1073,2159910004157;307,7828861938542;518,9913656509816;0,3115612512057324;0,3244767378809641;28784;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-06
28792;2026-08-06 04:00:43;long;1;4;4296,9;1157,0018190003793;450,3990655017333;560,3838206920955;0,2523358293022331;0,49733077087333294;28794;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-06
28873;2026-08-06 05:12:25;long;1;5;4296,2;508,9101747877976;191,18968131706424;582,5952862606755;0,7920105355575066;0,48151927437638486;28876;alvo;388,0;388,0;False;3;2,0;3,88;2026-08-06
29108;2026-08-06 17:00:56;long;1;17;4268,78;590,4490308456843;326,1562214734113;253,6548363666043;0,46747486694263746;0,38868180277860553;29109;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-08-06
29172;2026-08-06 18:56:27;short;1;18;4231,85;1068,9830006195734;-1331,2782804250674;-1124,25189520809;0,6193154329946783;0,5267949513756623;29173;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-08-06
29372;2026-08-07 09:51:13;long;1;9;4292,79;1368,6286787128665;694,5620448762384;565,4700124759074;0,7863404048767952;0,5589353612168467;29374;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-07
29483;2026-08-07 15:30:19;long;1;15;4346,5;1482,7745193828378;967,609565434941;1521,5279017635112;0,016777552791437663;0,4535645004849606;29485;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-08-07
29495;2026-08-07 15:31:05;long;1;15;4352,89;1576,610213053027;756,666337633942;731,3415676842851;0,10858410761336847;0,6242176523184565;29496;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-08-07
29506;2026-08-07 15:32:46;long;1;15;4356,2;1608,6288373477146;343,8459056197644;704,9416740474044;0,4206030150753769;0,40986717267546824;29507;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-08-07
29636;2026-08-07 17:08:43;short;2;17;4334,56;851,9340336098139;-504,6974230103842;-871,8183902667079;0,3020297699594046;1,225927225926958;29637;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-08-07
29981;2026-08-10 16:30:31;short;1;16;4334,48;419,7851224079386;92,68063284507662;-26,885752741054603;0,20711418102768184;0,6615235086869026;29982;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-08-10
30117;2026-08-11 03:43:33;long;1;3;4411,48;1711,4921319473979;540,0319211927126;773,2638528778807;0,623717426371543;0,6036645906668107;30119;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-11
30369;2026-08-11 16:17:11;long;2;16;4393,25;677,2793294752773;-73,95790326390852;158,99377480500334;0,18622209975199777;1,3024279933347773;30371;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-11
30809;2026-08-12 17:30:08;long;1;17;4434,14;508,10010713457814;340,9040093177282;583,8970864987459;0,6761049723756906;0,3600000000002658;30811;stop;-194,0;-194,0;False;2;-1,0;-1,94;2026-08-12
30956;2026-08-13 04:00:33;long;1;4;4427,77;682,7599290289982;-394,07814757441884;-341,8984013032059;0,13568894697535475;0,22625529340618986;30957;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-08-13
31189;2026-08-13 17:02:49;short;1;17;4375,12;598,823606485621;-302,63020971897276;-486,0109060849027;0,48375812093953025;0,19161676646697726;31191;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-13
31358;2026-08-14 04:22:05;short;1;4;4322,1;1306,3360994143295;-693,7699443936253;-968,6926434394991;0,5892096860031932;0,22841044533531585;31360;alvo;388,0;388,0;False;2;2,0;3,88;2026-08-14
31541;2026-08-14 18:17:07;long;1;18;4391,5;884,8224574379856;332,8394653014584;44,278368270533974;0,6196373623579076;0,451287793952986;31542;stop;-194,0;-194,0;False;1;-1,0;-1,94;2026-08-14
31782;2026-08-17 16:39:41;short;1;16;4388,24;428,67441801145105;57,559374967695476;43,17607448429044;0,7340921772123647;0,6634316287172971;31786;stop;-194,0;-194,0;False;4;-1,0;-1,94;2026-08-17
